race_date,horse_name,jockey,trainer,actual_weight,draw,win_odds,race_distance,track_condition,horse_age,class,is_top3
2025-02-17,馬_047_05,梁家俊,沈集成,107,9,15.17,2400,好至快,3,盃賽,0
2025-02-17,馬_047_06,艾道拿,蘇偉賢,116,3,13.15,2400,好至快,6,盃賽,0
2025-02-17,馬_047_07,梁家俊,告東尼,127,6,11.2,2400,好至快,6,盃賽,1
2025-02-17,馬_047_08,艾道拿,告東尼,102,5,13.98,2400,好至快,3,盃賽,0
2025-02-17,馬_047_09,布文,蘇偉賢,107,8,15.85,2400,好至快,4,盃賽,1
2025-02-17,馬_047_10,潘頓,大衛希斯,129,12,6.29,2400,好至快,3,盃賽,1
2025-02-17,馬_047_11,潘頓,蔡約翰,111,3,4.9,2400,好至快,3,盃賽,1
2025-02-18,馬_048_00,布文,呂健威,102,6,5.89,2000,黏地,4,第一班,1
2025-02-18,馬_048_01,何澤堯,蔡約翰,112,11,12.21,2000,黏地,5,第一班,0
2025-02-18,馬_048_02,艾道拿,葉楚航,114,4,15.35,2000,黏地,8,第一班,1
2025-02-18,馬_048_03,周俊樂,呂健威,121,6,11.49,2000,黏地,6,第一班,0
2025-02-18,馬_048_04,田泰安,告東尼,104,12,13.11,2000,黏地,7,第一班,0
2025-02-18,馬_048_05,周俊樂,蘇偉賢,128,7,16.41,2000,黏地,6,第一班,0
2025-02-18,馬_048_06,潘頓,蘇偉賢,110,1,13.01,2000,黏地,7,第一班,1
2025-02-18,馬_048_07,莫雷拉,方嘉柏,110,11,5.16,2000,黏地,6,第一班,0
2025-02-18,馬_048_08,何澤堯,方嘉柏,121,6,15.06,2000,黏地,8,第一班,0
2025-02-18,馬_048_09,艾道拿,告東尼,134,3,14.8,2000,黏地,6,第一班,0
2025-02-18,馬_048_10,田泰安,呂健威,103,13,10.46,2000,黏地,6,第一班,0
2025-02-18,馬_048_11,梁家俊,沈集成,118,7,17.41,2000,黏地,4,第一班,0
2025-02-19,馬_049_00,何澤堯,方嘉柏,120,12,20.8,2200,黏地,3,精英班,0
2025-02-19,馬_049_01,梁家俊,大衛希斯,110,11,16.37,2200,黏地,6,精英班,0
2025-02-19,馬_049_02,艾道拿,大衛希斯,117,8,15.51,2200,黏地,8,精英班,1
2025-02-19,馬_049_03,梁家俊,呂健威,109,6,12.13,2200,黏地,4,精英班,0
2025-02-19,馬_049_04,艾道拿,沈集成,100,8,15.23,2200,黏地,5,精英班,0
2025-02-19,馬_049_05,潘頓,沈集成,132,7,7.66,2200,黏地,4,精英班,0
2025-02-19,馬_049_06,周俊樂,大衛希斯,119,14,15.55,2200,黏地,7,精英班,0
2025-02-19,馬_049_07,潘頓,葉楚航,101,4,16.65,2200,黏地,7,精英班,0
2025-02-19,馬_049_08,周俊樂,沈集成,121,4,12.98,2200,黏地,6,精英班,0
2025-02-19,馬_049_09,蔡明紹,告東尼,115,14,17.63,2200,黏地,7,精英班,0
2025-02-19,馬_049_10,周俊樂,蘇偉賢,126,5,17.24,2200,黏地,8,精英班,0
2025-02-19,馬_049_11,蔡明紹,葉楚航,116,7,13.42,2200,黏地,2,精英班,0
2025-02-20,馬_050_00,蔡明紹,沈集成,111,1,10.96,2200,好地,2,盃賽,1
2025-02-20,馬_050_01,潘頓,方嘉柏,119,2,5.02,2200,好地,7,盃賽,0
2025-02-20,馬_050_02,蔡明紹,告東尼,119,3,7.22,2200,好地,6,盃賽,0
2025-02-20,馬_050_03,周俊樂,葉楚航,129,8,12.34,2200,好地,5,盃賽,0
2025-02-20,馬_050_04,莫雷拉,沈集成,112,4,10.23,2200,好地,6,盃賽,1
2025-02-20,馬_050_05,布文,蔡約翰,123,3,11.78,2200,好地,5,盃賽,1
2025-02-20,馬_050_06,艾道拿,呂健威,100,7,11.74,2200,好地,8,盃賽,1
2025-02-20,馬_050_07,周俊樂,蔡約翰,108,6,8.08,2200,好地,6,盃賽,1
2025-02-20,馬_050_08,潘頓,方嘉柏,111,8,7.06,2200,好地,2,盃賽,1
2025-02-20,馬_050_09,艾道拿,葉楚航,116,9,15.51,2200,好地,5,盃賽,1
2025-02-20,馬_050_10,何澤堯,蔡約翰,112,9,14.06,2200,好地,8,盃賽,0
2025-02-20,馬_050_11,梁家俊,方嘉柏,117,7,14.97,2200,好地,8,盃賽,0
2025-02-21,馬_051_00,周俊樂,葉楚航,116,1,15.8,1000,黏地,6,盃賽,0
2025-02-21,馬_051_01,布文,沈集成,107,9,13.69,1000,黏地,6,盃賽,0
2025-02-21,馬_051_02,布文,告東尼,127,5,13.42,1000,黏地,7,盃賽,0
2025-02-21,馬_051_03,布文,蘇偉賢,107,7,16.43,1000,黏地,7,盃賽,0
2025-02-21,馬_051_04,田泰安,蔡約翰,102,11,12.4,1000,黏地,5,盃賽,0
2025-02-21,馬_051_05,蔡明紹,呂健威,130,14,11.83,1000,黏地,6,盃賽,0
2025-02-21,馬_051_06,艾道拿,告東尼,121,4,16.87,1000,黏地,6,盃賽,1
2025-02-21,馬_051_07,蔡明紹,葉楚航,116,6,17.65,1000,黏地,5,盃賽,0
2025-02-21,馬_051_08,莫雷拉,蘇偉賢,107,2,5.24,1000,黏地,4,盃賽,1
2025-02-21,馬_051_09,艾道拿,葉楚航,127,9,11.67,1000,黏地,6,盃賽,0
2025-02-21,馬_051_10,潘頓,大衛希斯,117,1,9.81,1000,黏地,7,盃賽,1
2025-02-21,馬_051_11,何澤堯,大衛希斯,120,7,12.59,1000,黏地,2,盃賽,0
2025-02-22,馬_052_00,蔡明紹,蔡約翰,130,5,5.89,1600,軟地,8,第一班,0
2025-02-22,馬_052_01,梁家俊,大衛希斯,100,12,18.23,1600,軟地,4,第一班,0
2025-02-22,馬_052_02,梁家俊,蘇偉賢,114,12,16.53,1600,軟地,2,第一班,0
2025-02-22,馬_052_03,莫雷拉,方嘉柏,110,7,8.32,1600,軟地,4,第一班,1
2025-02-22,馬_052_04,莫雷拉,蘇偉賢,128,5,4.51,1600,軟地,6,第一班,1
2025-02-22,馬_052_05,田泰安,大衛希斯,107,9,10.86,1600,軟地,2,第一班,0
2025-02-22,馬_052_06,周俊樂,呂健威,120,3,9.3,1600,軟地,3,第一班,1
2025-02-22,馬_052_07,莫雷拉,大衛希斯,118,8,8.59,1600,軟地,7,第一班,1
2025-02-22,馬_052_08,布文,告東尼,103,6,12.87,1600,軟地,3,第一班,0
2025-02-22,馬_052_09,莫雷拉,呂健威,118,10,7.29,1600,軟地,5,第一班,1
2025-02-22,馬_052_10,周俊樂,蘇偉賢,127,1,13.97,1600,軟地,3,第一班,0
2025-02-22,馬_052_11,周俊樂,蘇偉賢,115,2,10.31,1600,軟地,5,第一班,1
2025-02-23,馬_053_00,周俊樂,告東尼,113,13,18.66,1400,好地,2,普通賽,0
2025-02-23,馬_053_01,田泰安,方嘉柏,123,5,16.81,1400,好地,4,普通賽,0
2025-02-23,馬_053_02,莫雷拉,告東尼,134,12,8.43,1400,好地,2,普通賽,0
2025-02-23,馬_053_03,潘頓,沈集成,111,7,13.37,1400,好地,5,普通賽,1
2025-02-23,馬_053_04,艾道拿,蘇偉賢,100,6,15.37,1400,好地,2,普通賽,0
2025-02-23,馬_053_05,蔡明紹,呂健威,121,5,10.69,1400,好地,7,普通賽,0
2025-02-23,馬_053_06,蔡明紹,大衛希斯,114,10,16.04,1400,好地,3,普通賽,0
2025-02-23,馬_053_07,周俊樂,呂健威,104,6,8.89,1400,好地,2,普通賽,1
2025-02-23,馬_053_08,艾道拿,沈集成,126,2,13.41,1400,好地,6,普通賽,0
2025-02-23,馬_053_09,田泰安,蘇偉賢,109,9,18.18,1400,好地,5,普通賽,1
2025-02-23,馬_053_10,艾道拿,方嘉柏,104,10,14.48,1400,好地,6,普通賽,0
2025-02-23,馬_053_11,布文,葉楚航,104,9,13.4,1400,好地,4,普通賽,0
2025-02-24,馬_054_00,田泰安,大衛希斯,110,12,13.64,1000,黏地,5,普通賽,0
2025-02-24,馬_054_01,布文,沈集成,129,9,16.46,1000,黏地,8,普通賽,0
2025-02-24,馬_054_02,何澤堯,蘇偉賢,133,7,15.32,1000,黏地,8,普通賽,0
2025-02-24,馬_054_03,周俊樂,葉楚航,100,1,12.0,1000,黏地,2,普通賽,0
2025-02-24,馬_054_04,布文,蔡約翰,120,1,3.51,1000,黏地,7,普通賽,1
2025-02-24,馬_054_05,莫雷拉,呂健威,125,13,6.74,1000,黏地,2,普通賽,0
2025-02-24,馬_054_06,布文,方嘉柏,113,8,18.74,1000,黏地,6,普通賽,0
2025-02-24,馬_054_07,何澤堯,蘇偉賢,134,12,19.09,1000,黏地,7,普通賽,0
2025-02-24,馬_054_08,莫雷拉,告東尼,124,2,7.21,1000,黏地,3,普通賽,1
2025-02-24,馬_054_09,潘頓,蔡約翰,103,1,6.38,1000,黏地,2,普通賽,1
2025-02-24,馬_054_10,艾道拿,蘇偉賢,114,3,13.2,1000,黏地,8,普通賽,1
2025-02-24,馬_054_11,田泰安,沈集成,134,10,16.22,1000,黏地,5,普通賽,0
2025-02-25,馬_055_00,艾道拿,方嘉柏,100,3,15.81,1800,好地,5,第一班,0
2025-02-25,馬_055_01,蔡明紹,蘇偉賢,115,12,14.06,1800,好地,7,第一班,1
2025-02-25,馬_055_02,潘頓,告東尼,102,6,8.98,1800,好地,8,第一班,0
2025-02-25,馬_055_03,田泰安,告東尼,115,3,10.84,1800,好地,7,第一班,0
2025-02-25,馬_055_04,潘頓,蔡約翰,104,5,2.75,1800,好地,6,第一班,1
2025-02-25,馬_055_05,艾道拿,葉楚航,129,6,8.21,1800,好地,3,第一班,1
2025-02-25,馬_055_06,蔡明紹,葉楚航,122,6,13.36,1800,好地,3,第一班,0
2025-02-25,馬_055_07,何澤堯,蔡約翰,119,6,12.5,1800,好地,4,第一班,1
2025-02-25,馬_055_08,莫雷拉,蘇偉賢,103,4,5.94,1800,好地,2,第一班,1
2025-02-25,馬_055_09,布文,方嘉柏,121,1,14.67,1800,好地,5,第一班,0
2025-02-25,馬_055_10,艾道拿,方嘉柏,112,11,13.68,1800,好地,3,第一班,0
2025-02-25,馬_055_11,莫雷拉,蔡約翰,108,7,4.83,1800,好地,3,第一班,1
2025-02-26,馬_056_00,艾道拿,大衛希斯,124,12,17.25,2200,好地,3,普通賽,0
2025-02-26,馬_056_01,梁家俊,大衛希斯,129,7,11.98,2200,好地,8,普通賽,1
2025-02-26,馬_056_02,田泰安,沈集成,133,10,16.59,2200,好地,4,普通賽,0
2025-02-26,馬_056_03,艾道拿,告東尼,116,14,16.72,2200,好地,3,普通賽,0
2025-02-26,馬_056_04,潘頓,大衛希斯,110,1,6.75,2200,好地,4,普通賽,1
2025-02-26,馬_056_05,布文,呂健威,111,12,12.4,2200,好地,6,普通賽,0
2025-02-26,馬_056_06,布文,蔡約翰,125,11,7.95,2200,好地,4,普通賽,0
2025-02-26,馬_056_07,艾道拿,大衛希斯,111,13,20.34,2200,好地,7,普通賽,0
2025-02-26,馬_056_08,莫雷拉,蘇偉賢,120,8,9.35,2200,好地,6,普通賽,1
2025-02-26,馬_056_09,艾道拿,蘇偉賢,113,10,13.74,2200,好地,8,普通賽,1
2025-02-26,馬_056_10,何澤堯,葉楚航,102,4,11.91,2200,好地,8,普通賽,0
2025-02-26,馬_056_11,何澤堯,方嘉柏,128,4,15.27,2200,好地,2,普通賽,0
2025-02-27,馬_057_00,潘頓,葉楚航,129,13,7.36,1600,好至快,4,盃賽,1
2025-02-27,馬_057_01,蔡明紹,大衛希斯,108,7,15.02,1600,好至快,4,盃賽,0
2025-02-27,馬_057_02,布文,沈集成,114,9,15.95,1600,好至快,5,盃賽,0
2025-02-27,馬_057_03,蔡明紹,告東尼,110,5,14.81,1600,好至快,7,盃賽,0
2025-02-27,馬_057_04,潘頓,葉楚航,108,10,9.61,1600,好至快,8,盃賽,0
2025-02-27,馬_057_05,田泰安,告東尼,131,2,14.26,1600,好至快,4,盃賽,1
2025-02-27,馬_057_06,潘頓,蔡約翰,123,1,4.68,1600,好至快,7,盃賽,1
2025-02-27,馬_057_07,艾道拿,葉楚航,103,7,12.54,1600,好至快,3,盃賽,0
2025-02-27,馬_057_08,莫雷拉,呂健威,110,12,9.75,1600,好至快,2,盃賽,0
2025-02-27,馬_057_09,周俊樂,沈集成,118,10,15.09,1600,好至快,4,盃賽,0
2025-02-27,馬_057_10,田泰安,沈集成,102,10,17.67,1600,好至快,4,盃賽,0
2025-02-27,馬_057_11,布文,大衛希斯,119,6,17.31,1600,好至快,5,盃賽,0
2025-02-28,馬_058_00,周俊樂,呂健威,112,8,7.37,1800,好至快,2,普通賽,0
2025-02-28,馬_058_01,布文,呂健威,119,2,10.84,1800,好至快,4,普通賽,1
2025-02-28,馬_058_02,潘頓,蘇偉賢,125,9,6.5,1800,好至快,3,普通賽,1
2025-02-28,馬_058_03,梁家俊,蔡約翰,119,7,9.91,1800,好至快,5,普通賽,0
2025-02-28,馬_058_04,田泰安,沈集成,123,6,17.92,1800,好至快,4,普通賽,0
2025-02-28,馬_058_05,何澤堯,沈集成,119,13,19.27,1800,好至快,8,普通賽,0
2025-02-28,馬_058_06,何澤堯,蔡約翰,123,14,12.17,1800,好至快,3,普通賽,1
2025-02-28,馬_058_07,蔡明紹,葉楚航,121,14,19.93,1800,好至快,8,普通賽,0
2025-02-28,馬_058_08,蔡明紹,蘇偉賢,124,1,13.67,1800,好至快,6,普通賽,0
2025-02-28,馬_058_09,何澤堯,沈集成,120,8,15.37,1800,好至快,4,普通賽,0
2025-02-28,馬_058_10,布文,沈集成,115,1,13.26,1800,好至快,6,普通賽,0
2025-02-28,馬_058_11,布文,告東尼,133,5,14.4,1800,好至快,6,普通賽,0
2025-03-01,馬_059_00,莫雷拉,葉楚航,130,3,4.77,2200,黏地,2,第三班,1
2025-03-01,馬_059_01,周俊樂,葉楚航,119,3,13.2,2200,黏地,6,第三班,0
2025-03-01,馬_059_02,布文,告東尼,124,6,11.1,2200,黏地,3,第三班,0
2025-03-01,馬_059_03,艾道拿,呂健威,119,12,16.36,2200,黏地,8,第三班,1
2025-03-01,馬_059_04,艾道拿,告東尼,123,11,14.77,2200,黏地,6,第三班,0
2025-03-01,馬_059_05,何澤堯,告東尼,100,1,15.19,2200,黏地,3,第三班,0
2025-03-01,馬_059_06,布文,蘇偉賢,128,3,10.46,2200,黏地,2,第三班,0
2025-03-01,馬_059_07,蔡明紹,葉楚航,119,9,15.82,2200,黏地,8,第三班,0
2025-03-01,馬_059_08,布文,方嘉柏,126,13,16.85,2200,黏地,4,第三班,0
2025-03-01,馬_059_09,布文,方嘉柏,118,8,10.65,2200,黏地,5,第三班,0
2025-03-01,馬_059_10,田泰安,蔡約翰,122,11,8.37,2200,黏地,6,第三班,1
2025-03-01,馬_059_11,艾道拿,方嘉柏,111,7,15.21,2200,黏地,7,第三班,1
2025-03-02,馬_060_00,布文,蔡約翰,118,6,14.73,1200,軟地,7,第三班,1
2025-03-02,馬_060_01,田泰安,蘇偉賢,107,11,17.72,1200,軟地,5,第三班,0
2025-03-02,馬_060_02,周俊樂,告東尼,110,7,13.25,1200,軟地,6,第三班,0
2025-03-02,馬_060_03,何澤堯,大衛希斯,123,9,17.91,1200,軟地,6,第三班,0
2025-03-02,馬_060_04,布文,大衛希斯,103,11,12.02,1200,軟地,2,第三班,0
2025-03-02,馬_060_05,梁家俊,告東尼,122,2,15.47,1200,軟地,5,第三班,0
2025-03-02,馬_060_06,梁家俊,蔡約翰,124,6,10.7,1200,軟地,6,第三班,1
2025-03-02,馬_060_07,莫雷拉,方嘉柏,115,14,5.48,1200,軟地,7,第三班,0
2025-03-02,馬_060_08,周俊樂,呂健威,122,9,8.88,1200,軟地,3,第三班,1
2025-03-02,馬_060_09,梁家俊,告東尼,126,4,16.03,1200,軟地,2,第三班,1
2025-03-02,馬_060_10,何澤堯,沈集成,133,4,18.75,1200,軟地,2,第三班,1
2025-03-02,馬_060_11,艾道拿,大衛希斯,108,13,20.27,1200,軟地,4,第三班,0
2025-03-03,馬_061_00,潘頓,沈集成,126,14,6.86,2400,軟地,2,普通賽,1
2025-03-03,馬_061_01,蔡明紹,葉楚航,116,7,12.99,2400,軟地,7,普通賽,0
2025-03-03,馬_061_02,艾道拿,呂健威,103,14,15.17,2400,軟地,7,普通賽,0
2025-03-03,馬_061_03,蔡明紹,蔡約翰,125,5,8.87,2400,軟地,8,普通賽,0
2025-03-03,馬_061_04,莫雷拉,告東尼,125,7,10.4,2400,軟地,3,普通賽,1
2025-03-03,馬_061_05,布文,方嘉柏,117,14,15.97,2400,軟地,6,普通賽,1
2025-03-03,馬_061_06,莫雷拉,蔡約翰,111,6,4.61,2400,軟地,7,普通賽,1
2025-03-03,馬_061_07,蔡明紹,告東尼,117,3,11.74,2400,軟地,8,普通賽,0
2025-03-03,馬_061_08,布文,葉楚航,132,12,17.34,2400,軟地,4,普通賽,0
2025-03-03,馬_061_09,蔡明紹,呂健威,133,13,9.19,2400,軟地,7,普通賽,1
2025-03-03,馬_061_10,布文,蔡約翰,124,7,10.22,2400,軟地,2,普通賽,0
2025-03-03,馬_061_11,田泰安,告東尼,108,10,15.3,2400,軟地,6,普通賽,0
2025-03-04,馬_062_00,何澤堯,蘇偉賢,109,11,18.58,1800,軟地,8,精英班,1
2025-03-04,馬_062_01,田泰安,方嘉柏,109,12,14.39,1800,軟地,6,精英班,0
2025-03-04,馬_062_02,布文,沈集成,112,13,17.14,1800,軟地,4,精英班,0
2025-03-04,馬_062_03,蔡明紹,方嘉柏,120,3,14.19,1800,軟地,6,精英班,0
2025-03-04,馬_062_04,田泰安,蘇偉賢,108,12,18.44,1800,軟地,7,精英班,0
2025-03-04,馬_062_05,莫雷拉,蔡約翰,115,14,4.22,1800,軟地,2,精英班,1
2025-03-04,馬_062_06,梁家俊,呂健威,125,14,10.81,1800,軟地,7,精英班,0
2025-03-04,馬_062_07,何澤堯,方嘉柏,124,2,9.54,1800,軟地,7,精英班,1
2025-03-04,馬_062_08,潘頓,方嘉柏,127,3,6.47,1800,軟地,4,精英班,1
2025-03-04,馬_062_09,莫雷拉,沈集成,133,3,11.28,1800,軟地,3,精英班,0
2025-03-04,馬_062_10,周俊樂,蘇偉賢,129,13,14.85,1800,軟地,6,精英班,0
2025-03-04,馬_062_11,潘頓,告東尼,111,13,12.07,1800,軟地,3,精英班,0
2025-03-05,馬_063_00,田泰安,告東尼,125,14,16.76,2200,軟地,7,第三班,0
2025-03-05,馬_063_01,田泰安,方嘉柏,121,7,16.49,2200,軟地,7,第三班,0
2025-03-05,馬_063_02,艾道拿,沈集成,127,12,18.98,2200,軟地,4,第三班,1
2025-03-05,馬_063_03,莫雷拉,葉楚航,125,3,1.93,2200,軟地,3,第三班,1
2025-03-05,馬_063_04,周俊樂,蘇偉賢,112,14,16.33,2200,軟地,8,第三班,0
2025-03-05,馬_063_05,田泰安,沈集成,107,12,18.26,2200,軟地,8,第三班,0
2025-03-05,馬_063_06,何澤堯,蔡約翰,120,9,9.05,2200,軟地,2,第三班,0
2025-03-05,馬_063_07,艾道拿,蘇偉賢,129,13,15.07,2200,軟地,4,第三班,0
2025-03-05,馬_063_08,莫雷拉,葉楚航,122,11,7.66,2200,軟地,6,第三班,0
2025-03-05,馬_063_09,蔡明紹,方嘉柏,105,11,16.79,2200,軟地,2,第三班,0
2025-03-05,馬_063_10,梁家俊,告東尼,120,10,12.22,2200,軟地,6,第三班,0
2025-03-05,馬_063_11,何澤堯,沈集成,116,12,17.91,2200,軟地,2,第三班,0
2025-03-06,馬_064_00,布文,方嘉柏,105,13,17.8,1200,好至快,4,第一班,0
2025-03-06,馬_064_01,田泰安,呂健威,123,3,8.34,1200,好至快,3,第一班,1
2025-03-06,馬_064_02,蔡明紹,葉楚航,123,13,16.1,1200,好至快,4,第一班,1
2025-03-06,馬_064_03,潘頓,呂健威,115,2,4.94,1200,好至快,6,第一班,1
2025-03-06,馬_064_04,田泰安,呂健威,115,6,7.38,1200,好至快,4,第一班,1
2025-03-06,馬_064_05,周俊樂,告東尼,117,2,8.55,1200,好至快,2,第一班,0
2025-03-06,馬_064_06,布文,葉楚航,105,9,9.78,1200,好至快,4,第一班,1
2025-03-06,馬_064_07,蔡明紹,葉楚航,108,4,13.74,1200,好至快,8,第一班,0
2025-03-06,馬_064_08,梁家俊,蔡約翰,103,1,13.79,1200,好至快,8,第一班,0
2025-03-06,馬_064_09,潘頓,葉楚航,112,4,4.4,1200,好至快,3,第一班,1
2025-03-06,馬_064_10,梁家俊,蘇偉賢,102,14,15.22,1200,好至快,2,第一班,0
2025-03-06,馬_064_11,周俊樂,呂健威,106,2,4.63,1200,好至快,7,第一班,1
2025-03-07,馬_065_00,艾道拿,葉楚航,113,10,13.89,2200,軟地,4,精英班,1
2025-03-07,馬_065_01,潘頓,呂健威,112,10,4.04,2200,軟地,8,精英班,1
2025-03-07,馬_065_02,艾道拿,大衛希斯,102,10,19.74,2200,軟地,4,精英班,0
2025-03-07,馬_065_03,田泰安,大衛希斯,118,14,15.63,2200,軟地,8,精英班,0
2025-03-07,馬_065_04,周俊樂,呂健威,103,9,6.73,2200,軟地,5,精英班,1
2025-03-07,馬_065_05,布文,蘇偉賢,107,2,9.86,2200,軟地,5,精英班,0
2025-03-07,馬_065_06,田泰安,蔡約翰,116,13,13.38,2200,軟地,6,精英班,0
2025-03-07,馬_065_07,布文,蘇偉賢,117,7,16.02,2200,軟地,7,精英班,0
2025-03-07,馬_065_08,梁家俊,告東尼,116,14,15.38,2200,軟地,4,精英班,0
2025-03-07,馬_065_09,田泰安,方嘉柏,113,3,12.82,2200,軟地,3,精英班,1
2025-03-07,馬_065_10,布文,蘇偉賢,129,11,14.64,2200,軟地,4,精英班,0
2025-03-07,馬_065_11,梁家俊,葉楚航,100,13,18.85,2200,軟地,8,精英班,0
2025-03-08,馬_066_00,田泰安,大衛希斯,106,11,17.98,2000,黏地,2,第三班,0
2025-03-08,馬_066_01,梁家俊,方嘉柏,110,10,14.79,2000,黏地,6,第三班,0
2025-03-08,馬_066_02,蔡明紹,葉楚航,116,3,12.37,2000,黏地,6,第三班,0
2025-03-08,馬_066_03,莫雷拉,沈集成,123,4,10.67,2000,黏地,8,第三班,0
2025-03-08,馬_066_04,布文,大衛希斯,114,6,17.66,2000,黏地,4,第三班,0
2025-03-08,馬_066_05,田泰安,大衛希斯,112,9,18.63,2000,黏地,3,第三班,0
2025-03-08,馬_066_06,蔡明紹,呂健威,112,1,5.34,2000,黏地,3,第三班,1
2025-03-08,馬_066_07,潘頓,蔡約翰,106,13,4.27,2000,黏地,8,第三班,1
2025-03-08,馬_066_08,梁家俊,大衛希斯,113,8,14.55,2000,黏地,4,第三班,0
2025-03-08,馬_066_09,周俊樂,大衛希斯,128,4,14.73,2000,黏地,6,第三班,0
2025-03-08,馬_066_10,布文,方嘉柏,115,2,10.64,2000,黏地,3,第三班,0
2025-03-08,馬_066_11,艾道拿,蔡約翰,103,5,11.51,2000,黏地,8,第三班,0
2025-03-09,馬_067_00,何澤堯,葉楚航,119,3,9.48,2000,好地,2,第一班,0
2025-03-09,馬_067_01,潘頓,呂健威,121,6,12.29,2000,好地,7,第一班,0
2025-03-09,馬_067_02,布文,方嘉柏,132,2,11.18,2000,好地,8,第一班,1
2025-03-09,馬_067_03,蔡明紹,葉楚航,117,11,15.35,2000,好地,4,第一班,0
2025-03-09,馬_067_04,莫雷拉,沈集成,105,14,9.45,2000,好地,3,第一班,0
2025-03-09,馬_067_05,莫雷拉,葉楚航,116,2,5.75,2000,好地,8,第一班,1
2025-03-09,馬_067_06,潘頓,蔡約翰,103,3,5.62,2000,好地,8,第一班,1
2025-03-09,馬_067_07,布文,蔡約翰,100,4,9.42,2000,好地,7,第一班,1
2025-03-09,馬_067_08,潘頓,方嘉柏,128,5,4.55,2000,好地,3,第一班,1
2025-03-09,馬_067_09,蔡明紹,蘇偉賢,126,6,12.21,2000,好地,2,第一班,0
2025-03-09,馬_067_10,莫雷拉,蘇偉賢,106,3,2.46,2000,好地,7,第一班,1
2025-03-09,馬_067_11,布文,方嘉柏,119,14,17.38,2000,好地,6,第一班,0
2025-03-10,馬_068_00,潘頓,告東尼,116,6,10.37,1200,好至快,7,第一班,0
2025-03-10,馬_068_01,田泰安,蘇偉賢,118,9,14.65,1200,好至快,5,第一班,1
2025-03-10,馬_068_02,潘頓,葉楚航,100,4,6.09,1200,好至快,6,第一班,0
2025-03-10,馬_068_03,何澤堯,葉楚航,115,12,16.41,1200,好至快,4,第一班,0
2025-03-10,馬_068_04,周俊樂,蔡約翰,115,12,11.36,1200,好至快,2,第一班,1
2025-03-10,馬_068_05,艾道拿,告東尼,106,12,19.35,1200,好至快,8,第一班,0
2025-03-10,馬_068_06,蔡明紹,大衛希斯,113,7,11.16,1200,好至快,4,第一班,0
2025-03-10,馬_068_07,布文,大衛希斯,131,9,15.03,1200,好至快,5,第一班,0
2025-03-10,馬_068_08,何澤堯,蔡約翰,105,3,6.48,1200,好至快,3,第一班,0
2025-03-10,馬_068_09,艾道拿,告東尼,126,10,12.12,1200,好至快,2,第一班,1
2025-03-10,馬_068_10,艾道拿,蘇偉賢,126,9,14.51,1200,好至快,6,第一班,1
2025-03-10,馬_068_11,艾道拿,大衛希斯,115,14,14.83,1200,好至快,6,第一班,0
2025-03-11,馬_069_00,潘頓,呂健威,122,7,7.65,2200,軟地,4,精英班,0
2025-03-11,馬_069_01,梁家俊,呂健威,113,4,12.74,2200,軟地,7,精英班,0
2025-03-11,馬_069_02,艾道拿,蔡約翰,133,14,8.67,2200,軟地,5,精英班,0
2025-03-11,馬_069_03,田泰安,告東尼,111,8,15.79,2200,軟地,2,精英班,0
2025-03-11,馬_069_04,莫雷拉,蘇偉賢,101,4,8.18,2200,軟地,3,精英班,0
2025-03-11,馬_069_05,布文,蘇偉賢,125,1,14.75,2200,軟地,4,精英班,1
2025-03-11,馬_069_06,何澤堯,蘇偉賢,123,8,13.66,2200,軟地,7,精英班,0
2025-03-11,馬_069_07,潘頓,蘇偉賢,123,9,8.34,2200,軟地,5,精英班,0
2025-03-11,馬_069_08,何澤堯,蔡約翰,129,8,11.3,2200,軟地,3,精英班,0
2025-03-11,馬_069_09,周俊樂,蔡約翰,116,2,13.06,2200,軟地,3,精英班,1
2025-03-11,馬_069_10,何澤堯,葉楚航,117,1,12.75,2200,軟地,2,精英班,0
2025-03-11,馬_069_11,梁家俊,葉楚航,114,11,14.56,2200,軟地,8,精英班,0
2025-03-12,馬_070_00,蔡明紹,蔡約翰,124,10,12.32,2200,軟地,3,第二班,0
2025-03-12,馬_070_01,田泰安,蔡約翰,132,10,7.01,2200,軟地,4,第二班,1
2025-03-12,馬_070_02,莫雷拉,沈集成,102,11,8.02,2200,軟地,2,第二班,0
2025-03-12,馬_070_03,何澤堯,大衛希斯,106,14,20.5,2200,軟地,7,第二班,0
2025-03-12,馬_070_04,周俊樂,葉楚航,100,1,16.92,2200,軟地,2,第二班,0
2025-03-12,馬_070_05,艾道拿,沈集成,105,4,12.64,2200,軟地,8,第二班,0
2025-03-12,馬_070_06,艾道拿,呂健威,125,9,8.39,2200,軟地,6,第二班,0
2025-03-12,馬_070_07,潘頓,大衛希斯,129,1,7.01,2200,軟地,5,第二班,0
2025-03-12,馬_070_08,莫雷拉,葉楚航,113,8,6.41,2200,軟地,7,第二班,1
2025-03-12,馬_070_09,蔡明紹,蘇偉賢,101,10,14.63,2200,軟地,2,第二班,0
2025-03-12,馬_070_10,艾道拿,呂健威,101,4,12.18,2200,軟地,5,第二班,0
2025-03-12,馬_070_11,潘頓,蘇偉賢,113,3,11.47,2200,軟地,3,第二班,0
2025-03-13,馬_071_00,蔡明紹,大衛希斯,117,12,18.95,2000,好至快,5,精英班,0
