race_date,horse_name,jockey,trainer,actual_weight,draw,win_odds,race_distance,is_top3,last_is_top3,top3_rate_last_1,top3_rate_last_3,top3_rate_last_5,avg_odds_last_3,avg_actual_weight_last_3,days_since_last_race,predicted_top3_prob,implied_prob,edge,expected_return
2024-11-02,嘉應高昇,艾道拿,韋達,125,13,18.1,1200,1,1.0,0.4482758620689655,0.6666666666666666,0.8,7.066666666666666,131.33333333333334,13.0,0.4886258609171177,0.055248618784530384,0.4333772421325873,7.8441280825998305
2024-11-04,嘉應高昇,莫雷拉,蘇保羅,123,7,2.5,2200,1,1.0,0.4576271186440678,0.6666666666666666,0.8,7.300000000000001,128.0,2.0,0.6844094160173028,0.4,0.28440941601730274,0.7110235400432569
2024-11-24,嘉應高昇,莫雷拉,韋達,130,1,2.1,1600,1,0.0,0.4590163934426229,0.6666666666666666,0.6,13.266666666666666,126.33333333333331,12.0,0.8269830067722016,0.47619047619047616,0.35079253058172544,0.7366643142216235
2024-11-27,嘉應高昇,莫雷拉,告東尼,128,6,1.8,2200,1,1.0,0.4677419354838709,0.6666666666666666,0.8,7.933333333333334,128.0,3.0,0.8370324545356957,0.5555555555555556,0.28147689898014017,0.5066584181642524
2024-11-27,嘉應高昇,田泰安,葉楚航,125,1,21.2,1000,1,1.0,0.4761904761904761,0.6666666666666666,0.8,7.7,129.66666666666666,0.0,0.6264162395090359,0.04716981132075472,0.5792464281882812,12.280024277591561
2024-12-04,嘉應高昇,田泰安,呂健威,122,10,12.3,1600,0,1.0,0.484375,1.0,0.8,8.366666666666667,127.66666666666669,7.0,0.2318108046211827,0.08130081300813008,0.15050999161305262,1.8512728968405472
2024-12-08,嘉應高昇,巴度,葉楚航,117,6,7.5,1000,0,0.0,0.4769230769230769,0.6666666666666666,0.6,11.766666666666666,125.0,4.0,0.4087473316828303,0.13333333333333333,0.275413998349497,2.065604987621227
2024-12-14,嘉應高昇,希威森,呂健威,120,3,8.1,1400,0,0.0,0.4696969696969697,0.3333333333333333,0.6,13.666666666666666,121.33333333333331,6.0,0.382996436257918,0.1234567901234568,0.25953964613446123,2.1022711336891358
2024-12-16,嘉應高昇,潘頓,沈集成,124,3,2.3,2200,1,0.0,0.4626865671641791,0.0,0.4,9.3,119.66666666666669,2.0,0.7535083312613502,0.4347826086956522,0.318725722565698,0.7330691619011053
2024-12-18,嘉應高昇,蔡明紹,沈集成,115,13,11.5,1800,0,1.0,0.4705882352941176,0.3333333333333333,0.4,5.966666666666666,120.33333333333331,2.0,0.4508955708866002,0.08695652173913043,0.3639390491474698,4.185299065195903
2024-12-25,嘉應高昇,莫雷拉,告東尼,117,13,2.0,1800,1,0.0,0.463768115942029,0.3333333333333333,0.2,7.3,119.66666666666669,7.0,0.906095687836751,0.5,0.406095687836751,0.812191375673502
2023-03-13,多巴先生,艾道拿,呂健威,126,12,11.2,1800,0,0.0,0.0,0.0,0.0,10.5,132.0,48.0,0.2856976486276827,0.08928571428571429,0.1964119343419684,2.199813664630046
2023-03-24,多巴先生,田泰安,沈集成,122,8,20.9,2000,0,0.0,0.0,0.0,0.0,10.85,129.0,11.0,0.2738221183960928,0.04784688995215311,0.22597522844393966,4.722882274478339
2023-04-11,多巴先生,田泰安,沈集成,123,6,16.8,1400,1,0.0,0.0,0.0,0.0,14.199999999999998,126.66666666666669,18.0,0.3387503641744374,0.05952380952380952,0.27922655465062785,4.691006118130548
2023-04-12,多巴先生,田泰安,葉楚航,134,13,26.0,1600,0,1.0,0.25,0.3333333333333333,0.25,16.299999999999997,123.66666666666669,1.0,0.1068254694445883,0.038461538461538464,0.06836393098304984,1.7774622055592957
2023-04-13,多巴先生,蔡明紹,韋達,126,4,9.7,1000,1,0.0,0.2,0.3333333333333333,0.2,21.23333333333333,126.33333333333331,1.0,0.5999618374298544,0.10309278350515465,0.49686905392469977,4.8196298230695875
2023-04-23,多巴先生,潘頓,葉楚航,124,9,1.4,2200,1,0.0,0.25,0.3333333333333333,0.4,10.0,127.66666666666669,2.0,0.7844260598357511,0.7142857142857143,0.07014034555003679,0.09819648377005147
2023-05-06,多巴先生,艾道拿,沈集成,115,13,24.4,2000,0,1.0,0.3333333333333333,0.3333333333333333,0.4,7.233333333333333,127.0,13.0,0.3136487481665555,0.04098360655737705,0.2726651416091785,6.653029455263955
2023-05-10,多巴先生,希威森,蘇保羅,122,2,14.1,1400,0,0.0,0.3,0.3333333333333333,0.4,9.366666666666664,120.66666666666669,4.0,0.2692361562725194,0.07092198581560284,0.19831417045691657,2.7962298034425235
2023-05-30,多巴先生,蔡明紹,沈集成,118,4,18.2,1000,0,0.0,0.2727272727272727,0.3333333333333333,0.2,13.3,120.33333333333331,20.0,0.1950319229989024,0.054945054945054944,0.14008686805384746,2.5495809985800237
2023-07-12,多巴先生,莫雷拉,葉楚航,115,2,1.7,1000,1,0.0,0.25,0.0,0.2,18.9,118.33333333333331,43.0,0.8425886197783958,0.5882352941176471,0.25435332566074875,0.43240065362327285
2023-07-12,多巴先生,艾道拿,蘇保羅,125,13,31.2,2000,0,1.0,0.3076923076923077,0.3333333333333333,0.4,11.333333333333334,118.33333333333331,0.0,0.2073997354892349,0.032051282051282055,0.17534845343795286,5.470871747264129
2023-07-19,多巴先生,希威森,告東尼,127,13,18.4,1600,1,0.0,0.2857142857142857,0.3333333333333333,0.2,17.03333333333333,119.33333333333331,7.0,0.4025602108509781,0.05434782608695653,0.34821238476402155,6.407107879657996
2023-07-22,多巴先生,潘頓,韋達,118,2,2.5,1000,1,1.0,0.3333333333333333,0.6666666666666666,0.4,17.099999999999998,122.33333333333331,3.0,0.7648214904863936,0.4,0.36482149048639356,0.9120537262159839
2023-08-13,多巴先生,希威森,葉楚航,127,7,15.6,1600,0,1.0,0.375,0.6666666666666666,0.6,17.366666666666664,123.33333333333331,22.0,0.1336460071497168,0.06410256410256411,0.0695434430471527,1.084877711535582
2023-08-25,多巴先生,潘頓,沈集成,124,3,1.7,1800,1,0.0,0.3529411764705882,0.6666666666666666,0.6,12.166666666666666,124.0,12.0,0.9019746483838122,0.5882352941176471,0.31373935426616517,0.5333569022524808
2023-08-30,多巴先生,巴度,沈集成,123,1,24.9,1800,0,1.0,0.3888888888888889,0.6666666666666666,0.6,6.6000000000000005,123.0,5.0,0.2532192397956396,0.040160642570281124,0.21305859722535847,5.305159070911426
2023-09-01,多巴先生,希威森,韋達,129,13,7.4,1200,0,0.0,0.3684210526315789,0.3333333333333333,0.6,14.066666666666668,124.66666666666669,2.0,0.215358431363287,0.13513513513513511,0.08022329622815189,0.5936523920883239
2023-10-07,多巴先生,田泰安,葉楚航,121,7,26.9,1800,0,0.0,0.35,0.3333333333333333,0.4,11.333333333333334,125.33333333333331,36.0,0.1030235080588441,0.03717472118959108,0.06584878686925302,1.771332366782906
2023-10-09,多巴先生,希威森,韋達,115,6,19.6,1000,1,0.0,0.3333333333333333,0.0,0.2,19.73333333333333,124.33333333333331,2.0,0.3059007795993592,0.0510204081632653,0.2548803714360939,4.9956552801474405
2023-12-02,多巴先生,莫雷拉,葉楚航,120,4,1.4,2200,1,1.0,0.3636363636363636,0.3333333333333333,0.4,17.966666666666665,121.66666666666669,54.0,0.8381840901450544,0.7142857142857143,0.12389837585934005,0.17345772620307603
2023-12-24,多巴先生,莫雷拉,呂健威,121,12,1.7,1200,1,0.0,0.375,0.6666666666666666,0.4,7.8,121.66666666666669,22.0,0.9253791995299036,0.5882352941176471,0.3371439054122565,0.573144639200836
2023-12-30,多巴先生,蔡明紹,沈集成,133,2,5.1,1400,1,1.0,0.4,0.6666666666666666,0.6,1.8333333333333333,123.66666666666669,6.0,0.6297028558128998,0.19607843137254904,0.4336244244403507,2.2114845646457884
2024-01-13,多巴先生,巴度,呂健威,134,7,18.8,1400,0,1.0,0.4230769230769231,0.6666666666666666,0.8,3.0666666666666664,128.0,14.0,0.1811530726861137,0.05319148936170213,0.12796158332441157,2.4056777664989375
2024-01-14,多巴先生,巴度,告東尼,131,4,22.7,2200,0,0.0,0.4074074074074074,0.6666666666666666,0.6,8.533333333333333,129.33333333333334,1.0,0.2470673859164602,0.04405286343612335,0.20301452248033686,4.6084296603036465
2024-01-22,多巴先生,希威森,告東尼,129,3,24.5,1200,1,0.0,0.3928571428571428,0.3333333333333333,0.4,15.533333333333331,132.66666666666666,8.0,0.4619069978752593,0.04081632653061224,0.42109067134464706,10.316721447943852
2024-01-30,多巴先生,巴度,告東尼,122,13,28.9,1400,0,0.0,0.4,0.3333333333333333,0.4,16.566666666666666,125.66666666666669,2.0,0.2011523340383372,0.03460207612456748,0.16655025791376973,4.813302453707945
2024-02-03,多巴先生,艾道拿,告東尼,127,1,18.2,1000,1,0.0,0.3870967741935484,0.3333333333333333,0.2,18.633333333333333,122.66666666666669,4.0,0.5228641453642294,0.054945054945054944,0.46791909041917445,8.516127445628975
2024-02-07,多巴先生,巴度,葉楚航,122,4,23.6,1000,0,1.0,0.40625,0.3333333333333333,0.4,16.53333333333333,122.0,4.0,0.1809599911442637,0.0423728813559322,0.1385871097883315,3.2706557910046237
2024-02-10,多巴先生,田泰安,沈集成,119,14,15.5,1600,1,0.0,0.3939393939393939,0.3333333333333333,0.4,23.566666666666663,123.66666666666669,3.0,0.4895432458283003,0.06451612903225806,0.4250271167960422,6.587920310338654
2024-02-11,多巴先生,希威森,沈集成,135,8,5.1,1400,1,1.0,0.4117647058823529,0.6666666666666666,0.4,19.1,122.66666666666669,1.0,0.5554616111508277,0.19607843137254904,0.35938317977827866,1.8328542168692212
2024-03-21,多巴先生,潘頓,呂健威,128,13,2.2,1600,0,0.0,0.4166666666666667,0.6666666666666666,0.6,7.633333333333334,129.66666666666666,0.0,0.7744018889177607,0.45454545454545453,0.3198564343723062,0.7036841556190737
2024-03-30,多巴先生,莫雷拉,葉楚航,126,14,2.5,1600,1,0.0,0.4054054054054054,0.3333333333333333,0.4,3.2,132.66666666666666,9.0,0.7761925840405222,0.4,0.37619258404052214,0.9404814601013054
2024-04-10,多巴先生,莫雷拉,沈集成,135,9,2.2,2200,1,1.0,0.4210526315789473,0.3333333333333333,0.6,2.333333333333333,129.66666666666666,11.0,0.7546589964433866,0.45454545454545453,0.3001135418979321,0.6602497921754508
2024-05-01,多巴先生,希威森,呂健威,125,6,9.9,1800,0,1.0,0.4358974358974359,0.6666666666666666,0.6,2.3000000000000003,129.66666666666666,21.0,0.3124211965783006,0.10101010101010101,0.2114110955681996,2.0929698461251762
2024-05-19,多巴先生,潘頓,韋達,129,10,1.6,1800,1,0.0,0.425,0.6666666666666666,0.4,4.866666666666667,128.66666666666666,18.0,0.9109388265845284,0.625,0.2859388265845284,0.4575021225352456
2024-05-21,多巴先生,莫雷拉,韋達,117,3,1.9,1400,1,1.0,0.4390243902439024,0.6666666666666666,0.6,4.566666666666667,129.66666666666666,2.0,0.9052459726925208,0.5263157894736842,0.37893018321883665,0.7199673481157894
2024-06-02,多巴先生,莫雷拉,葉楚航,123,10,2.3,1200,1,1.0,0.4523809523809524,0.6666666666666666,0.8,4.466666666666667,123.66666666666669,12.0,0.912284638565907,0.4347826086956522,0.4775020298702548,1.098254668701586
2024-06-14,多巴先生,田泰安,告東尼,126,9,9.6,1800,0,1.0,0.4651162790697674,1.0,0.8,1.9333333333333331,123.0,12.0,0.246634224626517,0.10416666666666667,0.14246755795985033,1.3676885564145629
2024-07-01,多巴先生,希威森,葉楚航,135,13,15.5,1000,0,0.0,0.4545454545454545,0.6666666666666666,0.6,4.6,122.0,17.0,0.2169598178075752,0.06451612903225806,0.15244368877531714,2.3628771760174154
2024-07-03,多巴先生,巴度,韋達,132,4,19.0,1000,1,0.0,0.4444444444444444,0.3333333333333333,0.6,9.133333333333333,128.0,2.0,0.3058165959869401,0.05263157894736842,0.2531850170395717,4.810515323751861
2024-07-10,多巴先生,潘頓,蘇保羅,116,14,2.5,1000,1,1.0,0.4565217391304347,0.3333333333333333,0.6,14.7,131.0,7.0,0.7488334991953384,0.4,0.34883349919533835,0.872083747988346
2024-08-31,多巴先生,莫雷拉,韋達,129,9,1.7,2200,1,0.0,0.4489795918367347,0.3333333333333333,0.4,8.866666666666667,127.66666666666669,15.0,0.8782744303048324,0.5882352941176471,0.29003913618718535,0.4930665315182151
2024-09-30,多巴先生,莫雷拉,告東尼,120,7,2.1,1600,1,1.0,0.46,0.3333333333333333,0.6,8.6,132.0,30.0,0.8172918138772808,0.47619047619047616,0.3411013376868046,0.7163128091422897
2024-10-28,多巴先生,希威森,蘇保羅,121,2,19.3,1600,1,1.0,0.4705882352941176,0.6666666666666666,0.6,4.8,127.66666666666669,28.0,0.6612820919776335,0.05181347150259067,0.6094686204750429,11.762744375168328
2024-11-05,多巴先生,田泰安,葉楚航,125,13,24.4,2200,1,1.0,0.4807692307692308,1.0,0.6,7.7,123.33333333333331,8.0,0.164991759645896,0.04098360655737705,0.12400815308851894,3.025798935359862
2024-11-06,多巴先生,潘頓,蘇保羅,118,5,1.7,1200,1,1.0,0.490566037735849,1.0,0.8,15.266666666666666,122.0,1.0,0.8290984392325877,0.5882352941176471,0.24086314511494067,0.4094673466953991
2024-11-18,多巴先生,艾道拿,韋達,121,8,27.6,1800,1,1.0,0.5,1.0,1.0,15.133333333333336,121.33333333333331,12.0,0.2555859707533151,0.036231884057971016,0.21935408669534406,6.054172792791496
2024-11-20,多巴先生,潘頓,告東尼,130,6,1.9,2200,1,1.0,0.509090909090909,1.0,1.0,17.900000000000002,121.33333333333331,2.0,0.8022952663523433,0.5263157894736842,0.2759794768786591,0.5243610060694521
2023-01-05,好眼光,潘頓,葉楚航,116,5,2.1,1000,1,0.0,0.0,0.0,0.0,5.6,134.0,4.0,0.7513339630841948,0.47619047619047616,0.2751434868937186,0.577801322476809
2023-01-17,好眼光,希威森,葉楚航,132,10,18.4,1000,0,1.0,0.5,0.5,0.5,3.85,125.0,12.0,0.1113532030311522,0.05434782608695653,0.057005376944195676,1.0488989357732004
2023-01-19,好眼光,潘頓,葉楚航,117,12,2.8,1400,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.7,127.33333333333331,2.0,0.7393510966556093,0.35714285714285715,0.3822082395127521,1.0701830706357058
2023-02-25,好眼光,希威森,韋達,117,5,5.6,1600,1,0.0,0.4,0.3333333333333333,0.4,10.333333333333334,127.33333333333331,22.0,0.3630575156890016,0.17857142857142858,0.184486087117573,1.0331220878584086
2023-04-14,好眼光,巴度,蘇保羅,121,12,23.1,1400,0,0.0,0.375,0.3333333333333333,0.4,9.666666666666666,124.33333333333331,5.0,0.1667696219567412,0.04329004329004329,0.1234795786666979,2.852378267200722
2023-04-29,好眼光,艾道拿,韋達,124,6,14.4,2000,1,0.0,0.3333333333333333,0.0,0.2,15.5,125.66666666666669,15.0,0.1721142641970862,0.06944444444444445,0.10266981975264175,1.478445404438041
2023-04-29,好眼光,潘頓,葉楚航,134,8,2.0,1800,1,1.0,0.4,0.3333333333333333,0.4,16.466666666666665,123.33333333333331,0.0,0.8375210586371069,0.5,0.3375210586371069,0.6750421172742138
2023-05-01,好眼光,希威森,沈集成,115,12,21.2,1000,0,1.0,0.4545454545454545,0.6666666666666666,0.4,13.166666666666666,126.33333333333331,2.0,0.2001716734668766,0.04716981132075472,0.15300186214612188,3.243639477497784
2023-05-06,好眼光,潘頓,沈集成,129,7,2.0,1400,0,0.0,0.4166666666666667,0.6666666666666666,0.4,12.533333333333331,124.33333333333331,5.0,0.6097831896687204,0.5,0.10978318966872036,0.21956637933744072
2023-06-04,好眼光,艾道拿,葉楚航,122,5,13.9,2000,0,0.0,0.3846153846153846,0.3333333333333333,0.4,8.4,126.0,29.0,0.1306864857134612,0.07194244604316546,0.058744039670295733,0.8165421514171106
2023-06-10,好眼光,田泰安,韋達,127,6,13.7,1800,0,0.0,0.3571428571428571,0.0,0.4,12.366666666666667,122.0,6.0,0.149485591589489,0.07299270072992702,0.07649289085956197,1.047952604775999
2023-06-12,好眼光,蔡明紹,沈集成,119,3,16.7,1400,1,0.0,0.3333333333333333,0.0,0.2,9.866666666666667,126.0,2.0,0.5282243960191559,0.059880239520958084,0.46834415649819783,7.821347413519903
2023-06-13,好眼光,潘頓,韋達,132,12,2.8,1400,1,1.0,0.375,0.3333333333333333,0.2,14.766666666666666,122.66666666666669,1.0,0.6722681901168113,0.35714285714285715,0.3151253329739541,0.8823509323270715
2023-06-17,好眼光,艾道拿,蘇保羅,118,1,13.3,1400,0,0.0,0.3888888888888889,0.6666666666666666,0.4,14.433333333333332,126.66666666666669,2.0,0.3400514812806773,0.07518796992481203,0.2648635113558653,3.5226847010330085
2023-06-24,好眼光,田泰安,蘇保羅,127,13,20.1,1400,0,0.0,0.3684210526315789,0.3333333333333333,0.4,13.300000000000002,126.33333333333331,7.0,0.1572830513328926,0.04975124378109452,0.10753180755179809,2.161389331791142
2023-06-29,好眼光,希威森,沈集成,121,8,9.8,1000,0,0.0,0.35,0.0,0.4,19.066666666666663,124.66666666666669,5.0,0.2285061199946786,0.1020408163265306,0.126465303668148,1.2393599759478504
2023-07-09,好眼光,艾道拿,沈集成,126,3,11.6,1400,1,0.0,0.3333333333333333,0.0,0.2,14.4,122.0,10.0,0.3829151392459112,0.08620689655172414,0.29670824269418705,3.44181561525257
2023-07-15,好眼光,蔡明紹,沈集成,121,4,4.1,1800,1,1.0,0.3636363636363636,0.3333333333333333,0.2,13.833333333333334,124.66666666666669,6.0,0.7771064994189235,0.24390243902439027,0.5332040603945333,2.186136647617586
2023-08-13,好眼光,巴度,葉楚航,134,1,27.6,1200,1,1.0,0.391304347826087,0.6666666666666666,0.4,8.5,122.66666666666669,29.0,0.4426904344440632,0.036231884057971016,0.4064585503860922,11.218255990656145
2023-08-13,好眼光,希威森,韋達,133,10,8.1,2200,0,1.0,0.4166666666666667,1.0,0.6,14.433333333333332,127.0,0.0,0.212339304264987,0.1234567901234568,0.08888251414153021,0.7199483645463947
2023-09-04,好眼光,莫雷拉,蘇保羅,117,12,2.1,1600,1,0.0,0.4,0.6666666666666666,0.6,13.266666666666667,129.33333333333334,22.0,0.917663200772534,0.47619047619047616,0.4414727245820579,0.9270927216223215
2023-09-07,好眼光,艾道拿,呂健威,127,6,9.4,1600,1,1.0,0.4230769230769231,0.6666666666666666,0.8,12.6,128.0,3.0,0.4648158025524527,0.10638297872340426,0.35843282382904845,3.3692685439930554
2023-10-07,好眼光,蔡明紹,呂健威,128,2,23.3,1800,1,1.0,0.4444444444444444,0.6666666666666666,0.8,6.533333333333334,125.66666666666669,30.0,0.5202959754872901,0.04291845493562232,0.4773775205516678,11.12289622885386
2023-10-10,好眼光,莫雷拉,韋達,130,13,1.6,2000,1,1.0,0.4642857142857143,1.0,0.8,11.6,124.0,3.0,0.8602774792018427,0.625,0.23527747920184272,0.37644396672294844
2023-10-28,好眼光,巴度,告東尼,116,12,15.5,1200,0,1.0,0.4827586206896552,1.0,0.8,11.433333333333335,128.33333333333334,18.0,0.2363280683483435,0.06451612903225806,0.17181193931608543,2.6630850593993243
2023-11-01,好眼光,希威森,告東尼,119,4,14.0,1400,1,0.0,0.4666666666666667,0.6666666666666666,0.8,13.466666666666669,124.66666666666669,4.0,0.5421346274634593,0.07142857142857142,0.4707060560348879,6.589884784488431
2023-11-11,好眼光,艾道拿,韋達,125,9,17.9,1200,0,1.0,0.4838709677419355,0.6666666666666666,0.8,10.366666666666667,121.66666666666669,10.0,0.1466260603086202,0.0558659217877095,0.0907601385209107,1.6246064795243012
2023-11-16,好眼光,希威森,韋達,116,8,19.9,1400,1,0.0,0.46875,0.3333333333333333,0.6,15.8,120.0,5.0,0.5290327064313883,0.05025125628140704,0.4787814501499813,9.527750857984628
2023-12-07,好眼光,潘頓,呂健威,132,11,1.9,2000,1,0.0,0.4705882352941176,0.3333333333333333,0.4,13.533333333333331,122.33333333333331,2.0,0.8695251544953605,0.5263157894736842,0.3432093650216763,0.6520977935411849
2023-12-09,好眼光,艾道拿,葉楚航,126,6,21.9,1400,0,1.0,0.4857142857142857,0.6666666666666666,0.6,8.2,124.66666666666669,2.0,0.1792768157942091,0.04566210045662101,0.1336147153375881,2.926162265893179
2023-12-12,好眼光,潘頓,告東尼,124,5,2.5,2000,0,0.0,0.4722222222222222,0.3333333333333333,0.4,8.866666666666665,128.0,3.0,0.5393141508421226,0.4,0.13931415084212262,0.3482853771053066
2023-12-14,好眼光,潘頓,葉楚航,118,11,2.3,1000,1,0.0,0.4594594594594595,0.3333333333333333,0.4,8.766666666666666,127.33333333333331,2.0,0.8685067461162892,0.4347826086956522,0.433724137420637,0.997565516067465
2023-12-15,好眼光,希威森,葉楚航,116,6,11.6,2000,1,1.0,0.4736842105263157,0.3333333333333333,0.4,8.9,122.66666666666669,1.0,0.5446195549577709,0.08620689655172414,0.4584126584060468,5.3175868375101425
2023-12-21,好眼光,艾道拿,蘇保羅,132,1,6.2,1600,0,1.0,0.4871794871794871,0.6666666666666666,0.6,5.466666666666666,119.33333333333331,6.0,0.2205769415791151,0.16129032258064516,0.05928661899846993,0.36757703779051354
2024-01-06,好眼光,潘頓,沈集成,117,1,1.6,1000,1,0.0,0.475,0.6666666666666666,0.4,6.699999999999999,122.0,16.0,0.8299087151666789,0.625,0.20490871516667886,0.32785394426668624
2024-01-11,好眼光,莫雷拉,韋達,132,3,1.6,1400,1,0.0,0.4761904761904761,0.3333333333333333,0.6,7.133333333333333,126.66666666666669,4.0,0.8518579376843433,0.625,0.22685793768434326,0.3629727002949493
2024-01-17,好眼光,莫雷拉,呂健威,119,5,2.0,1800,1,1.0,0.4883720930232558,0.6666666666666666,0.6,5.6000000000000005,126.66666666666669,6.0,0.9556931070245008,0.5,0.45569310702450083,0.9113862140490017
2024-01-22,好眼光,希威森,蘇保羅,122,7,6.7,2000,0,1.0,0.5,0.6666666666666666,0.6,5.733333333333333,127.33333333333331,5.0,0.4384395875183107,0.14925373134328357,0.2891858561750271,1.9375452363726815
2024-02-07,好眼光,巴度,呂健威,125,7,10.3,2200,0,0.0,0.4782608695652174,0.3333333333333333,0.4,4.666666666666667,122.66666666666669,2.0,0.2234590009956761,0.0970873786407767,0.1263716223548994,1.3016277102554636
2024-03-10,好眼光,巴度,沈集成,120,3,25.6,2000,0,0.0,0.4680851063829787,0.0,0.4,7.433333333333334,124.66666666666669,32.0,0.1578943755587775,0.0390625,0.1188318755587775,3.0420960143047044
2024-03-13,好眼光,田泰安,蘇保羅,120,3,14.0,1600,1,0.0,0.4583333333333333,0.0,0.2,13.733333333333334,124.0,3.0,0.4267420427836109,0.07142857142857142,0.35531347135503943,4.9743885989705525
2024-03-16,好眼光,希威森,葉楚航,134,4,8.8,2200,0,1.0,0.4693877551020408,0.3333333333333333,0.2,16.633333333333336,121.66666666666669,3.0,0.3441838341349199,0.11363636363636363,0.23054747049855623,2.028817740387295
2024-03-25,好眼光,潘頓,沈集成,117,3,1.8,1400,1,0.0,0.46,0.3333333333333333,0.2,16.133333333333336,124.66666666666669,9.0,0.9109422392935932,0.5555555555555556,0.3553866837380376,0.6396960307284678
2024-03-26,好眼光,田泰安,呂健威,116,10,15.3,1800,0,1.0,0.4705882352941176,0.6666666666666666,0.4,8.200000000000001,123.66666666666669,1.0,0.3827549269070935,0.06535947712418301,0.3173954497829105,4.856150381678531
2024-04-11,好眼光,蔡明紹,呂健威,117,2,21.4,1400,1,0.0,0.4528301886792453,0.3333333333333333,0.4,9.1,120.33333333333331,1.0,0.3481977118496308,0.04672897196261683,0.30146873988701395,6.451431033582098
2024-04-26,好眼光,艾道拿,沈集成,116,11,18.2,1000,0,0.0,0.4545454545454545,0.3333333333333333,0.4,13.033333333333331,123.66666666666669,2.0,0.2227433822489358,0.054945054945054944,0.16779832730388086,3.0539295569306315
2024-05-11,好眼光,希威森,葉楚航,134,12,22.9,1800,0,0.0,0.4464285714285714,0.3333333333333333,0.2,15.699999999999998,119.66666666666669,15.0,0.1562172623828407,0.04366812227074236,0.11254914011209834,2.577375308567052
2024-06-04,好眼光,希威森,葉楚航,134,12,25.6,1200,0,0.0,0.4385964912280701,0.0,0.2,16.2,125.33333333333331,24.0,0.1214745203575204,0.0390625,0.0824120203575204,2.109747721152522
2024-06-16,好眼光,蔡明紹,沈集成,126,11,14.9,2000,0,0.0,0.4310344827586206,0.0,0.2,22.23333333333333,128.0,12.0,0.1317922486294058,0.06711409395973154,0.06467815466967426,0.9637045045781467
2024-06-18,好眼光,巴度,沈集成,134,1,6.4,2000,1,0.0,0.423728813559322,0.0,0.0,21.133333333333333,131.33333333333334,2.0,0.6501718358250292,0.15625,0.49392183582502924,3.1610997492801873
2024-06-21,好眼光,艾道拿,呂健威,124,2,23.2,1200,0,1.0,0.4333333333333333,0.3333333333333333,0.2,15.633333333333333,131.33333333333334,3.0,0.2948481245912062,0.04310344827586207,0.25174467631534414,5.840476490515984
2024-07-04,好眼光,艾道拿,告東尼,117,3,16.2,1600,0,0.0,0.4262295081967213,0.3333333333333333,0.2,14.833333333333334,128.0,13.0,0.1797905990573028,0.0617283950617284,0.1180622039955744,1.9126077047283052
2024-07-13,好眼光,潘頓,告東尼,118,11,1.4,1600,1,0.0,0.4193548387096774,0.3333333333333333,0.2,15.266666666666666,125.0,9.0,0.9256607628438456,0.7142857142857143,0.21137504855813127,0.29592506798138374
2024-07-22,好眼光,田泰安,韋達,133,11,16.0,1000,0,1.0,0.4285714285714285,0.3333333333333333,0.4,13.6,119.66666666666669,9.0,0.1285917076361478,0.0625,0.0660917076361478,1.0574673221783648
2024-07-25,好眼光,莫雷拉,韋達,124,13,2.7,1000,0,0.0,0.421875,0.3333333333333333,0.4,11.199999999999998,122.66666666666669,3.0,0.5118803160916857,0.37037037037037035,0.14150994572131537,0.3820768534475515
2024-07-26,好眼光,田泰安,呂健威,116,11,21.9,2200,1,0.0,0.4153846153846154,0.3333333333333333,0.2,6.699999999999999,125.0,1.0,0.5152699968562565,0.04566210045662101,0.4696078963996355,10.284412931152017
2024-09-10,好眼光,艾道拿,蘇保羅,125,7,20.2,1000,1,1.0,0.4242424242424242,0.3333333333333333,0.4,13.533333333333331,124.33333333333331,46.0,0.1763998363880234,0.04950495049504951,0.12689488589297387,2.5632766950380725
2024-09-20,好眼光,莫雷拉,呂健威,120,14,2.6,1000,1,0.0,0.4264705882352941,0.6666666666666666,0.4,19.33333333333333,124.66666666666669,8.0,0.6587296810682267,0.3846153846153846,0.27411429645284213,0.7126971707773896
2024-09-22,好眼光,潘頓,呂健威,135,8,2.6,1800,0,1.0,0.4347826086956521,0.6666666666666666,0.6,12.9,126.0,2.0,0.4433841804457959,0.3846153846153846,0.058768795830411336,0.15279886915906937
2024-09-25,好眼光,田泰安,韋達,125,2,16.2,1600,1,0.0,0.4285714285714285,0.3333333333333333,0.6,7.033333333333334,129.33333333333334,3.0,0.5892419219774188,0.0617283950617284,0.5275135269156903,8.545719136034183
2024-09-25,好眼光,希威森,呂健威,129,13,25.0,1200,0,1.0,0.4366197183098591,0.6666666666666666,0.6,7.133333333333333,126.66666666666669,0.0,0.2155190068321862,0.04,0.1755190068321862,4.387975170804655
2024-10-20,好眼光,巴度,韋達,133,6,12.4,1400,0,0.0,0.4305555555555556,0.3333333333333333,0.4,14.6,129.66666666666666,25.0,0.1790169537422752,0.08064516129032258,0.09837179245195261,1.2198102264042125
2024-11-05,好眼光,艾道拿,告東尼,116,3,6.1,1000,0,0.0,0.4246575342465753,0.3333333333333333,0.4,17.866666666666667,129.0,16.0,0.2888685046160718,0.1639344262295082,0.12493407838656356,0.7620978781580376
2024-11-13,好眼光,蔡明紹,告東尼,119,13,23.1,2200,0,0.0,0.4189189189189189,0.0,0.2,14.5,126.0,8.0,0.3049902019712054,0.04329004329004329,0.26170015868116214,6.045273665534845
