finish_position,horse_name,jockey,trainer,actual_weight,declared_weight,draw,win_odds,source_file,race_sheet,is_top3,horse_name_id,jockey_id,trainer_id
9.0,極速奇兵 (H346),希威森,姚本輝,124.0,1212.0,10.0,64.0,HKJ_local_results_20231022,22-10-2023_Race4,False,885,15,14
10.0,魅力一心 (H195),巴度,蔡約翰,131.0,1181.0,14.0,19.0,HKJ_local_results_20231022,22-10-2023_Race4,False,1786,11,48
11.0,富喜來 (H213),董明朗,鄭俊偉,126.0,1098.0,12.0,25.0,HKJ_local_results_20231022,22-10-2023_Race4,False,542,40,54
12.0,符號 (E194),巫顯東,徐雨石,119.0,1048.0,5.0,70.0,HKJ_local_results_20231022,22-10-2023_Race4,False,1170,10,24
13.0,一絕 (G198),霍宏聲,賀賢,132.0,1114.0,11.0,19.0,HKJ_local_results_20231022,22-10-2023_Race4,False,9,54,52
14.0,寶安威 (H201),楊明綸,丁冠豪,125.0,1097.0,6.0,15.0,HKJ_local_results_20231022,22-10-2023_Race4,False,556,20,0
1.0,賢者無敵 (H301),布文,賀賢,130.0,1071.0,1.0,4.0,HKJ_local_results_20231022,22-10-2023_Race5,True,1392,14,52
2.0,令才 (D350),田泰安,伍鵬志,117.0,1067.0,4.0,12.0,HKJ_local_results_20231022,22-10-2023_Race5,True,64,27,3
3.0,萬里飛至 (E204),蔡明紹,蘇偉賢,133.0,1104.0,12.0,13.0,HKJ_local_results_20231022,22-10-2023_Race5,True,1351,41,50
4.0,帖木兒 (B001),希威森,方嘉柏,133.0,1198.0,3.0,11.0,HKJ_local_results_20231022,22-10-2023_Race5,False,595,15,26
5.0,美麗第一 (H294),潘頓,韋達,121.0,1193.0,5.0,2.5,HKJ_local_results_20231022,22-10-2023_Race5,False,1271,25,57
6.0,精彩勇士 (D387),艾兆禮,大衛希斯,126.0,1178.0,13.0,6.8,HKJ_local_results_20231022,22-10-2023_Race5,False,1175,31,12
7.0,怡心聲 (E114),梁家俊,姚本輝,135.0,1182.0,9.0,32.0,HKJ_local_results_20231022,22-10-2023_Race5,False,691,19,14
8.0,神舟皓祥 (G373),楊明綸,丁冠豪,117.0,1132.0,11.0,165.0,HKJ_local_results_20231022,22-10-2023_Race5,False,1122,20,0
9.0,閃電烈馬 (C201),賀銘年,葉楚航,126.0,1209.0,2.0,19.0,HKJ_local_results_20231022,22-10-2023_Race5,False,1605,47,46
10.0,嘉寶神駒 (H329),嘉里,黎昭昇,129.0,1080.0,8.0,194.0,HKJ_local_results_20231022,22-10-2023_Race5,False,347,4,65
11.0,輗多福 (E105),巫顯東,徐雨石,118.0,1250.0,10.0,39.0,HKJ_local_results_20231022,22-10-2023_Race5,False,1446,10,24
12.0,勇冠皇子 (H268),董明朗,黎昭昇,120.0,1182.0,6.0,235.0,HKJ_local_results_20231022,22-10-2023_Race5,False,198,40,65
13.0,嘉應精神 (E217),鍾易禮,沈集成,122.0,1172.0,7.0,20.0,HKJ_local_results_20231022,22-10-2023_Race5,False,356,52,33
1.0,時尚歡欣 (H041),周俊樂,容天鵬,127.0,1135.0,7.0,19.0,HKJ_local_results_20231022,22-10-2023_Race6,True,802,3,18
2.0,好勁力 (H260),霍宏聲,呂健威,125.0,1116.0,3.0,24.0,HKJ_local_results_20231022,22-10-2023_Race6,True,477,54,8
3.0,馬主雄風 (H047),潘頓,蘇偉賢,135.0,1278.0,8.0,4.1,HKJ_local_results_20231022,22-10-2023_Race6,True,1743,25,50
4.0,陽光勇士 (H244),梁家俊,姚本輝,128.0,1083.0,1.0,10.0,HKJ_local_results_20231022,22-10-2023_Race6,False,1625,19,14
5.0,時時稱心 (H090),艾道拿,告東尼,134.0,1162.0,5.0,6.1,HKJ_local_results_20231022,22-10-2023_Race6,False,810,32,9
6.0,北海盜 (H233),布文,賀賢,127.0,1104.0,13.0,9.2,HKJ_local_results_20231022,22-10-2023_Race6,False,248,14,52
7.0,大紅心 (D311),董明朗,葉楚航,121.0,1062.0,6.0,38.0,HKJ_local_results_20231022,22-10-2023_Race6,False,421,40,46
8.0,潮州大兄 (E188),巴度,文家良,119.0,1054.0,4.0,5.5,HKJ_local_results_20231022,22-10-2023_Race6,False,980,11,25
9.0,龍城強將 (H095),田泰安,韋達,122.0,1033.0,12.0,23.0,HKJ_local_results_20231022,22-10-2023_Race6,False,1831,27,57
10.0,滿歡笑 (G461),希威森,鄭俊偉,133.0,1180.0,11.0,7.0,HKJ_local_results_20231022,22-10-2023_Race6,False,975,15,54
11.0,閃得快 (D061),艾兆禮,沈集成,118.0,1206.0,9.0,10.0,HKJ_local_results_20231022,22-10-2023_Race6,False,1601,31,33
12.0,喜報圍家 (G437),蔡明紹,黎昭昇,122.0,1162.0,10.0,55.0,HKJ_local_results_20231022,22-10-2023_Race6,False,330,41,65
13.0,輕雅 (H249),楊明綸,巫偉傑,116.0,1155.0,2.0,179.0,HKJ_local_results_20231022,22-10-2023_Race6,False,1443,20,21
14.0,超勁日子 (H119),嘉里,伍鵬志,122.0,1102.0,14.0,139.0,HKJ_local_results_20231022,22-10-2023_Race6,False,1410,4,3
1.0,好眼光 (D375),艾道拿,蔡約翰,121.0,1139.0,1.0,24.0,HKJ_local_results_20231022,22-10-2023_Race7,True,490,32,48
2.0,金鑽貴人 (G180),潘頓,文家良,135.0,1215.0,5.0,1.4,HKJ_local_results_20231022,22-10-2023_Race7,True,1538,25,25
3.0,韋小寶 (C188),班德禮,伍鵬志,117.0,1126.0,2.0,27.0,HKJ_local_results_20231022,22-10-2023_Race7,True,1675,26,3
4.0,順勢而飛 (G338),巴度,羅富全,115.0,1179.0,4.0,27.0,HKJ_local_results_20231022,22-10-2023_Race7,False,1678,11,41
5.0,維港智能 (G404),田泰安,沈集成,118.0,1083.0,6.0,2.6,HKJ_local_results_20231022,22-10-2023_Race7,False,1243,27,33
1.0,大紅袍 (E445),希威森,羅富全,124.0,1183.0,9.0,5.6,HKJ_local_results_20231022,22-10-2023_Race8,True,422,15,41
2.0,宜春火力 (G237),布文,韋達,130.0,1103.0,3.0,11.0,HKJ_local_results_20231022,22-10-2023_Race8,True,537,14,57
3.0,潮州精神 (H175),巴度,文家良,132.0,1191.0,5.0,9.2,HKJ_local_results_20231022,22-10-2023_Race8,True,981,11,25
4.0,金鎗武士 (H024),潘頓,呂健威,123.0,1211.0,12.0,2.1,HKJ_local_results_20231022,22-10-2023_Race8,False,1535,25,8
5.0,亞洲籐王 (G035),艾道拿,黎昭昇,125.0,1148.0,11.0,56.0,HKJ_local_results_20231022,22-10-2023_Race8,False,54,32,65
6.0,超級龍珠 (G450),周俊樂,容天鵬,128.0,1124.0,1.0,15.0,HKJ_local_results_20231022,22-10-2023_Race8,False,1422,3,18
7.0,得勝多 (E161),鍾易禮,姚本輝,113.0,1063.0,7.0,48.0,HKJ_local_results_20231022,22-10-2023_Race8,False,650,52,14
8.0,鹿鼎記 (E245),艾兆禮,蘇偉賢,129.0,1056.0,2.0,13.0,HKJ_local_results_20231022,22-10-2023_Race8,False,1804,31,50
9.0,威之星 (E132),霍宏聲,賀賢,122.0,1121.0,6.0,12.0,HKJ_local_results_20231022,22-10-2023_Race8,False,502,54,52
10.0,快路 (H219),董明朗,告東尼,123.0,1126.0,10.0,118.0,HKJ_local_results_20231022,22-10-2023_Race8,False,686,40,9
11.0,川河冠駒 (G139),黃智弘,方嘉柏,120.0,1054.0,14.0,46.0,HKJ_local_results_20231022,22-10-2023_Race8,False,582,60,26
12.0,太陽之子 (H342),田泰安,大衛希斯,132.0,1123.0,4.0,26.0,HKJ_local_results_20231022,22-10-2023_Race8,False,459,27,12
13.0,手到再來 (H429),梁家俊,伍鵬志,124.0,1160.0,13.0,122.0,HKJ_local_results_20231022,22-10-2023_Race8,False,718,19,3
14.0,燊榮之星 (G071),陳嘉熙,沈集成,115.0,1197.0,8.0,36.0,HKJ_local_results_20231022,22-10-2023_Race8,False,1014,53,33
1.0,魅力一心 (H195),賀銘年,蔡約翰,128.0,1184.0,4.0,5.3,HKJ_local_results_20240608,08-06-2024_Race1,True,1786,47,48
2.0,精明勇駿 (G031),潘頓,蘇偉賢,134.0,1088.0,11.0,4.4,HKJ_local_results_20240608,08-06-2024_Race1,True,1179,25,50
3.0,誠心所願 (E343),布文,韋達,130.0,1054.0,10.0,31.0,HKJ_local_results_20240608,08-06-2024_Race1,True,1369,14,57
4.0,智勁駒 (G285),艾道拿,文家良,128.0,1155.0,8.0,8.3,HKJ_local_results_20240608,08-06-2024_Race1,False,818,32,25
5.0,贏科超影 (A164),湯普新,廖康銘,126.0,1008.0,2.0,15.0,HKJ_local_results_20240608,08-06-2024_Race1,False,1400,22,23
6.0,喜勝威龍 (G395),黃智弘,大衛希斯,123.0,1121.0,9.0,9.9,HKJ_local_results_20240608,08-06-2024_Race1,False,326,60,12
7.0,最多歡笑 (G251),梁家俊,巫偉傑,128.0,1093.0,12.0,30.0,HKJ_local_results_20240608,08-06-2024_Race1,False,833,19,21
8.0,上浦精選 (G425),何澤堯,呂健威,126.0,1055.0,3.0,31.0,HKJ_local_results_20240608,08-06-2024_Race1,False,24,0,8
9.0,荃程路通 (E403),蔡明紹,文家良,125.0,1093.0,1.0,16.0,HKJ_local_results_20240608,08-06-2024_Race1,False,1336,41,25
10.0,洪運派彩 (G414),巴度,徐雨石,127.0,1208.0,14.0,16.0,HKJ_local_results_20240608,08-06-2024_Race1,False,941,11,24
11.0,全神貫注 (H465),霍宏聲,姚本輝,134.0,1055.0,5.0,7.4,HKJ_local_results_20240608,08-06-2024_Race1,False,122,54,14
12.0,帝豪歡星 (H248),希威森,鄭俊偉,123.0,1057.0,6.0,8.0,HKJ_local_results_20240608,08-06-2024_Race1,False,597,15,54
13.0,星雲浩騰 (G372),艾兆禮,葉楚航,125.0,1123.0,13.0,27.0,HKJ_local_results_20240608,08-06-2024_Race1,False,799,31,46
1.0,舉步生風 (J358),潘頓,葉楚航,127.0,1169.0,9.0,2.7,HKJ_local_results_20240608,08-06-2024_Race2,True,1317,25,46
2.0,鴻圖新星 (J323),布文,蔡約翰,125.0,1057.0,4.0,14.0,HKJ_local_results_20240608,08-06-2024_Race2,True,1800,14,48
3.0,精英至尊 (H133),梁家俊,巫偉傑,121.0,1108.0,10.0,11.0,HKJ_local_results_20240608,08-06-2024_Race2,True,1189,19,21
4.0,不可擋 (E336),希威森,韋達,133.0,1117.0,6.0,10.0,HKJ_local_results_20240608,08-06-2024_Race2,False,29,15,57
5.0,多彩多姿 (J312),楊明綸,蘇偉賢,127.0,1168.0,14.0,41.0,HKJ_local_results_20240608,08-06-2024_Race2,False,390,20,50
6.0,昭易搵 (J339),何澤堯,方嘉柏,127.0,1193.0,7.0,51.0,HKJ_local_results_20240608,08-06-2024_Race2,False,801,0,26
7.0,晨曦儷人 (J066),艾道拿,伍鵬志,128.0,1179.0,1.0,5.2,HKJ_local_results_20240608,08-06-2024_Race2,False,815,32,3
8.0,輗多福 (E105),黃智弘,徐雨石,114.0,1268.0,5.0,4.3,HKJ_local_results_20240608,08-06-2024_Race2,False,1446,60,24
9.0,專家 (J028),巴度,賀賢,123.0,1100.0,11.0,35.0,HKJ_local_results_20240608,08-06-2024_Race2,False,565,11,52
10.0,文明福星 (J315),田泰安,大衛希斯,127.0,1075.0,13.0,18.0,HKJ_local_results_20240608,08-06-2024_Race2,False,747,27,12
11.0,熾烈神駒 (J157),鍾易禮,沈集成,124.0,1280.0,12.0,120.0,HKJ_local_results_20240608,08-06-2024_Race2,False,1010,52,33
12.0,超音速 (J192),湯普新,廖康銘,132.0,1066.0,3.0,65.0,HKJ_local_results_20240608,08-06-2024_Race2,False,1428,22,23
13.0,驍勇善戰 (J029),蔡明紹,黎昭昇,120.0,1074.0,2.0,67.0,HKJ_local_results_20240608,08-06-2024_Race2,False,1771,41,65
14.0,瑤瑤日上 (J423),班德禮,容天鵬,127.0,1145.0,8.0,80.0,HKJ_local_results_20240608,08-06-2024_Race2,False,1046,26,18
1.0,嘉應獎昇 (H287),巴度,賀賢,123.0,1242.0,6.0,2.1,HKJ_local_results_20240608,08-06-2024_Race3,True,355,11,52
2.0,水晶酒杯 (H081),黃智弘,呂健威,127.0,1233.0,1.0,2.9,HKJ_local_results_20240608,08-06-2024_Race3,True,929,60,8
3.0,萬里飛至 (E204),蔡明紹,蘇偉賢,126.0,1124.0,10.0,11.0,HKJ_local_results_20240608,08-06-2024_Race3,True,1351,41,50
4.0,英雄豪傑 (G207),布文,文家良,135.0,1208.0,8.0,9.8,HKJ_local_results_20240608,08-06-2024_Race3,False,1333,14,25
5.0,勇敢巨星 (G268),艾兆禮,呂健威,125.0,1093.0,3.0,47.0,HKJ_local_results_20240608,08-06-2024_Race3,False,205,31,8
6.0,怡心聲 (E114),梁家俊,姚本輝,129.0,1192.0,9.0,11.0,HKJ_local_results_20240608,08-06-2024_Race3,False,691,19,14
7.0,高進明駒 (H076),田泰安,徐雨石,121.0,1201.0,4.0,42.0,HKJ_local_results_20240608,08-06-2024_Race3,False,1782,27,24
8.0,愛意龍 (J038),董明朗,蘇偉賢,120.0,1214.0,5.0,40.0,HKJ_local_results_20240608,08-06-2024_Race3,False,707,40,50
9.0,爆笑 (J079),何澤堯,告東尼,120.0,1076.0,2.0,35.0,HKJ_local_results_20240608,08-06-2024_Race3,False,1020,0,9
10.0,會長之寶 (J295),鍾易禮,韋達,130.0,1064.0,7.0,51.0,HKJ_local_results_20240608,08-06-2024_Race3,False,837,52,57
1.0,以戰常勝 (J251),布文,蔡約翰,135.0,1224.0,2.0,1.2,HKJ_local_results_20240608,08-06-2024_Race4,True,65,14,48
2.0,勝利神駒 (G401),潘明輝,葉楚航,123.0,1084.0,12.0,17.0,HKJ_local_results_20240608,08-06-2024_Race4,True,220,24,46
3.0,精選威 (G088),霍宏聲,廖康銘,133.0,1083.0,4.0,19.0,HKJ_local_results_20240608,08-06-2024_Race4,True,1192,54,23
4.0,日馳千里 (J143),賀銘年,姚本輝,124.0,1103.0,11.0,31.0,HKJ_local_results_20240608,08-06-2024_Race4,False,774,47,14
5.0,勁先生 (J239),班德禮,賀賢,125.0,1134.0,3.0,52.0,HKJ_local_results_20240608,08-06-2024_Race4,False,183,26,52
6.0,馬特峰 (H253),楊明綸,蘇偉賢,118.0,1038.0,10.0,118.0,HKJ_local_results_20240608,08-06-2024_Race4,False,1750,20,50
7.0,揚揚大道 (G050),何澤堯,羅富全,126.0,1201.0,5.0,10.0,HKJ_local_results_20240608,08-06-2024_Race4,False,734,0,41
8.0,木火同明 (C460),田泰安,鄭俊偉,126.0,1124.0,8.0,30.0,HKJ_local_results_20240608,08-06-2024_Race4,False,853,27,54
9.0,三代同心 (H065),艾道拿,告東尼,124.0,1129.0,7.0,22.0,HKJ_local_results_20240608,08-06-2024_Race4,False,15,32,9
10.0,富存寶馬 (J234),希威森,巫偉傑,128.0,1018.0,6.0,63.0,HKJ_local_results_20240608,08-06-2024_Race4,False,545,15,21
11.0,開心歡欣 (H372),黃智弘,文家良,118.0,1120.0,1.0,94.0,HKJ_local_results_20240608,08-06-2024_Race4,False,1614,60,25
12.0,常常感恩 (J065),湯普新,黎昭昇,118.0,1090.0,9.0,84.0,HKJ_local_results_20240608,08-06-2024_Race4,False,603,22,65
1.0,快樂高球 (J222),布文,羅富全,129.0,1177.0,7.0,5.4,HKJ_local_results_20240608,08-06-2024_Race5,True,679,14,41
2.0,勇冠群英 (H177),楊明綸,蘇偉賢,123.0,1046.0,4.0,2.8,HKJ_local_results_20240608,08-06-2024_Race5,True,199,20,50
3.0,時間寶 (H403),班德禮,葉楚航,135.0,1143.0,9.0,13.0,HKJ_local_results_20240608,08-06-2024_Race5,True,812,26,46
4.0,手錶之星 (H483),田泰安,巫偉傑,122.0,1132.0,3.0,6.2,HKJ_local_results_20240608,08-06-2024_Race5,False,724,27,21
5.0,一鹿歡騰 (J002),鍾易禮,告東尼,124.0,1054.0,2.0,36.0,HKJ_local_results_20240608,08-06-2024_Race5,False,13,52,9
6.0,共創成果 (J049),希威森,容天鵬,121.0,1046.0,5.0,51.0,HKJ_local_results_20240608,08-06-2024_Race5,False,137,15,18
7.0,久久為金 (J110),董明朗,賀賢,134.0,1183.0,1.0,48.0,HKJ_local_results_20240608,08-06-2024_Race5,False,43,40,52
8.0,機緣醉夢 (J054),梁家俊,鄭俊偉,133.0,1127.0,14.0,8.1,HKJ_local_results_20240608,08-06-2024_Race5,False,905,19,54
9.0,千里如飛 (J221),巴度,伍鵬志,129.0,1065.0,6.0,102.0,HKJ_local_results_20240608,08-06-2024_Race5,False,256,11,3
10.0,龍城強將 (H095),蔡明紹,韋達,123.0,1015.0,12.0,11.0,HKJ_local_results_20240608,08-06-2024_Race5,False,1831,41,57
11.0,星運皇爵 (H489),何澤堯,方嘉柏,120.0,1098.0,11.0,16.0,HKJ_local_results_20240608,08-06-2024_Race5,False,795,0,26
12.0,歡樂老撾 (H432),賀銘年,呂健威,135.0,1041.0,10.0,45.0,HKJ_local_results_20240608,08-06-2024_Race5,False,914,47,8
13.0,佳意馬 (J055),湯普新,廖康銘,132.0,980.0,13.0,84.0,HKJ_local_results_20240608,08-06-2024_Race5,False,76,22,23
14.0,逐夢年代 (G241),潘頓,文家良,135.0,1213.0,8.0,17.0,HKJ_local_results_20240608,08-06-2024_Race5,False,1463,25,25
1.0,魯班精神 (J233),班德禮,丁冠豪,135.0,1198.0,6.0,3.0,HKJ_local_results_20240608,08-06-2024_Race6,True,1798,26,0
2.0,好運寶馬 (E157),田泰安,巫偉傑,119.0,1126.0,2.0,10.0,HKJ_local_results_20240608,08-06-2024_Race6,True,493,27,21
3.0,河好運 (J320),潘頓,廖康銘,131.0,1139.0,9.0,2.1,HKJ_local_results_20240608,08-06-2024_Race6,True,936,25,23
4.0,哈羅威 (J280),艾兆禮,呂健威,129.0,1121.0,4.0,10.0,HKJ_local_results_20240608,08-06-2024_Race6,False,319,31,8
5.0,威力勇驥 (J057),潘明輝,賀賢,120.0,1077.0,1.0,150.0,HKJ_local_results_20240608,08-06-2024_Race6,False,503,24,52
6.0,追風 (J227),梁家俊,羅富全,129.0,1083.0,8.0,131.0,HKJ_local_results_20240608,08-06-2024_Race6,False,1458,19,41
7.0,江南盛 (H326),蔡明紹,伍鵬志,118.0,1103.0,5.0,7.6,HKJ_local_results_20240608,08-06-2024_Race6,False,934,41,3
8.0,酷霸王 (H460),賀銘年,姚本輝,135.0,1171.0,3.0,22.0,HKJ_local_results_20240608,08-06-2024_Race6,False,1499,47,14
9.0,利衍天下 (J226),湯普新,黎昭昇,127.0,1105.0,11.0,138.0,HKJ_local_results_20240608,08-06-2024_Race6,False,155,22,65
10.0,承夆冠駒 (H318),鍾易禮,徐雨石,131.0,960.0,12.0,166.0,HKJ_local_results_20240608,08-06-2024_Race6,False,726,52,24
11.0,己多福 (J201),巴度,方嘉柏,122.0,1134.0,10.0,141.0,HKJ_local_results_20240608,08-06-2024_Race6,False,589,11,26
12.0,金榜題名 (H100),黃智弘,沈集成,121.0,1158.0,7.0,103.0,HKJ_local_results_20240608,08-06-2024_Race6,False,1520,60,33
1.0,合夥奔馳 (H408),潘頓,呂健威,120.0,1116.0,8.0,3.0,HKJ_local_results_20240608,08-06-2024_Race7,True,288,25,8
2.0,韋小寶 (C188),田泰安,伍鵬志,132.0,1140.0,1.0,15.0,HKJ_local_results_20240608,08-06-2024_Race7,True,1675,27,3
3.0,華麗再勝 (J008),巴度,沈集成,117.0,1141.0,3.0,2.4,HKJ_local_results_20240608,08-06-2024_Race7,True,1342,11,33
4.0,晶晶日上 (H089),賀銘年,容天鵬,123.0,1205.0,5.0,6.2,HKJ_local_results_20240608,08-06-2024_Race7,False,817,47,18
5.0,明心知遇 (H256),湯普新,蔡約翰,120.0,1115.0,6.0,10.0,HKJ_local_results_20240608,08-06-2024_Race7,False,781,22,48
6.0,狀元及第 (E392),鍾易禮,告東尼,132.0,1157.0,4.0,37.0,HKJ_local_results_20240608,08-06-2024_Race7,False,1030,52,9
7.0,好友心得 (H303),艾兆禮,大衛希斯,129.0,1174.0,7.0,42.0,HKJ_local_results_20240608,08-06-2024_Race7,False,479,31,12
8.0,緊張大師 (E421),希威森,大衛希斯,135.0,1251.0,9.0,13.0,HKJ_local_results_20240608,08-06-2024_Race7,False,1246,15,12
9.0,當家精神 (D489),蔡明紹,韋達,121.0,1098.0,2.0,47.0,HKJ_local_results_20240608,08-06-2024_Race7,False,1055,41,57
1.0,桃花開 (J301),潘頓,告東尼,135.0,1077.0,2.0,3.0,HKJ_local_results_20240608,08-06-2024_Race8,True,877,25,9
2.0,陽明天空 (G360),何澤堯,呂健威,129.0,1121.0,4.0,24.0,HKJ_local_results_20240608,08-06-2024_Race8,True,1628,0,8
3.0,建測羣英 (H070),田泰安,大衛希斯,126.0,1141.0,1.0,10.0,HKJ_local_results_20240608,08-06-2024_Race8,True,641,27,12
4.0,美麗在線 (G057),鍾易禮,羅富全,122.0,1120.0,12.0,112.0,HKJ_local_results_20240608,08-06-2024_Race8,False,1263,52,41
5.0,旗幟鬥士 (G452),黃智弘,方嘉柏,118.0,1034.0,10.0,14.0,HKJ_local_results_20240608,08-06-2024_Race8,False,766,60,26
6.0,奮鬥心 (J267),潘明輝,伍鵬志,131.0,998.0,5.0,23.0,HKJ_local_results_20240608,08-06-2024_Race8,False,474,24,3
7.0,又龍串鳳 (E461),艾道拿,告東尼,135.0,1048.0,8.0,16.0,HKJ_local_results_20240608,08-06-2024_Race8,False,271,32,9
8.0,敏捷神駒 (H210),賀銘年,黎昭昇,133.0,1083.0,6.0,30.0,HKJ_local_results_20240608,08-06-2024_Race8,False,743,47,65
9.0,港林福將 (H192),梁家俊,羅富全,129.0,1228.0,7.0,5.7,HKJ_local_results_20240608,08-06-2024_Race8,False,965,19,41
10.0,波爾多 (E273),巴度,蔡約翰,117.0,1094.0,3.0,11.0,HKJ_local_results_20240608,08-06-2024_Race8,False,938,11,48
11.0,光明傳承 (J215),蔡明紹,葉楚航,120.0,1101.0,11.0,17.0,HKJ_local_results_20240608,08-06-2024_Race8,False,115,41,46
12.0,久久為尊 (J053),布文,大衛希斯,127.0,1163.0,9.0,5.5,HKJ_local_results_20240608,08-06-2024_Race8,False,40,14,12
13.0,翔龍再現 (E452),董明朗,賀賢,118.0,1247.0,13.0,30.0,HKJ_local_results_20240608,08-06-2024_Race8,False,1275,40,52
1.0,錶之宇宙 (J357),霍宏聲,文家良,132.0,1240.0,8.0,2.7,HKJ_local_results_20241013,13-10-2024_Race1,True,1569,54,25
2.0,至尊高超 (J443),艾道拿,蔡約翰,126.0,994.0,12.0,12.0,HKJ_local_results_20241013,13-10-2024_Race1,True,1310,32,48
3.0,綫路盈樂 (J506),潘頓,大衛希斯,126.0,1138.0,5.0,8.8,HKJ_local_results_20241013,13-10-2024_Race1,True,1237,25,12
4.0,嘉應奇兵 (J391),潘明輝,賀賢,124.0,1086.0,2.0,52.0,HKJ_local_results_20241013,13-10-2024_Race1,False,352,24,52
5.0,準輝煌 (J273),巴度,姚本輝,126.0,1130.0,13.0,5.3,HKJ_local_results_20241013,13-10-2024_Race1,False,968,11,14
6.0,北地烈馬 (J488),鍾易禮,葉楚航,123.0,1122.0,10.0,5.4,HKJ_local_results_20241013,13-10-2024_Race1,False,246,52,46
7.0,醒目先駒 (K006),董明朗,蘇偉賢,126.0,1032.0,9.0,112.0,HKJ_local_results_20241013,13-10-2024_Race1,False,1501,40,50
8.0,志在福星 (J369),田泰安,韋達,122.0,1041.0,11.0,54.0,HKJ_local_results_20241013,13-10-2024_Race1,False,666,27,57
9.0,歷險大將 (J344),梁家俊,徐雨石,120.0,1051.0,3.0,54.0,HKJ_local_results_20241013,13-10-2024_Race1,False,926,19,24
10.0,風雲 (J371),班德禮,丁冠豪,122.0,1181.0,7.0,114.0,HKJ_local_results_20241013,13-10-2024_Race1,False,1706,26,0
11.0,聖托里尼 (J076),布文,羅富全,131.0,1068.0,1.0,7.7,HKJ_local_results_20241013,13-10-2024_Race1,False,1285,14,41
12.0,東昇鉞 (J264),蔡明紹,鄭俊偉,127.0,1071.0,4.0,13.0,HKJ_local_results_20241013,13-10-2024_Race1,False,866,41,54
13.0,雄彬飛翔 (J262),賀銘年,黎昭昇,126.0,1098.0,6.0,98.0,HKJ_local_results_20241013,13-10-2024_Race1,False,1633,47,65
1.0,耀寶 (J437),潘頓,羅富全,122.0,1104.0,2.0,3.4,HKJ_local_results_20241013,13-10-2024_Race2,True,1282,25,41
2.0,旭日昇 (E466),何澤堯,伍鵬志,125.0,1263.0,4.0,5.2,HKJ_local_results_20241013,13-10-2024_Race2,True,775,0,3
3.0,風生水起 (H340),賀銘年,呂健威,125.0,1081.0,7.0,23.0,HKJ_local_results_20241013,13-10-2024_Race2,True,1702,47,8
4.0,河好運 (J320),希威森,廖康銘,120.0,1134.0,5.0,3.4,HKJ_local_results_20241013,13-10-2024_Race2,False,936,15,23
5.0,連連有盈 (G065),潘明輝,告東尼,119.0,1193.0,8.0,5.7,HKJ_local_results_20241013,13-10-2024_Race2,False,1469,24,9
6.0,加非凡 (H147),楊明綸,方嘉柏,120.0,1098.0,1.0,24.0,HKJ_local_results_20241013,13-10-2024_Race2,False,181,20,26
7.0,駿馬為伍 (J404),黃寶妮,文家良,114.0,1181.0,3.0,14.0,HKJ_local_results_20241013,13-10-2024_Race2,False,1767,59,25
8.0,燭光晚餐 (J468),田泰安,徐雨石,128.0,1155.0,6.0,9.0,HKJ_local_results_20241013,13-10-2024_Race2,False,1016,27,24
1.0,又龍串鳳 (E461),艾道拿,告東尼,127.0,1044.0,3.0,15.0,HKJ_local_results_20241013,13-10-2024_Race3,True,271,32,9
2.0,十八掌門 (J104),巴度,沈集成,118.0,1129.0,1.0,5.5,HKJ_local_results_20241013,13-10-2024_Race3,True,252,11,33
3.0,非惟僥倖 (J050),艾兆禮,姚本輝,130.0,1182.0,6.0,4.4,HKJ_local_results_20241013,13-10-2024_Race3,True,1673,31,14
4.0,安騁 (H452),潘頓,蔡約翰,135.0,1072.0,5.0,2.3,HKJ_local_results_20241013,13-10-2024_Race3,False,533,25,48
5.0,奮鬥心 (J267),布文,伍鵬志,127.0,996.0,2.0,5.6,HKJ_local_results_20241013,13-10-2024_Race3,False,474,14,3
6.0,美麗在線 (G057),鍾易禮,羅富全,112.0,1102.0,9.0,57.0,HKJ_local_results_20241013,13-10-2024_Race3,False,1263,52,41
7.0,光明傳承 (J215),蔡明紹,葉楚航,116.0,1098.0,8.0,62.0,HKJ_local_results_20241013,13-10-2024_Race3,False,115,41,46
8.0,陽明天空 (G360),何澤堯,呂健威,125.0,1116.0,7.0,24.0,HKJ_local_results_20241013,13-10-2024_Race3,False,1628,0,8
9.0,包裝旋風 (H137),黃智弘,方嘉柏,122.0,1015.0,4.0,17.0,HKJ_local_results_20241013,13-10-2024_Race3,False,239,60,26
1.0,喜報圍家 (G437),潘頓,賀賢,127.0,1135.0,2.0,3.4,HKJ_local_results_20241013,13-10-2024_Race4,True,330,25,52
2.0,精明選擇 (J146),潘明輝,伍鵬志,131.0,1118.0,14.0,13.0,HKJ_local_results_20241013,13-10-2024_Race4,True,1180,24,3
3.0,智勝龍 (G475),梁家俊,巫偉傑,133.0,1266.0,4.0,17.0,HKJ_local_results_20241013,13-10-2024_Race4,True,821,19,21
4.0,青春力量 (H358),楊明綸,大衛希斯,126.0,1031.0,6.0,14.0,HKJ_local_results_20241013,13-10-2024_Race4,False,1667,20,12
5.0,魅力一心 (H195),班德禮,游達榮,132.0,1202.0,11.0,23.0,HKJ_local_results_20241013,13-10-2024_Race4,False,1786,26,36
6.0,常常感恩 (J065),董明朗,蘇偉賢,125.0,1089.0,9.0,26.0,HKJ_local_results_20241013,13-10-2024_Race4,False,603,40,50
